Título,URL,Término,Definición,URL_Imagen
Wikiloc | Ruta Maras - moray - maras - salinas - urubamba,https://es.wikiloc.com/rutas-senderismo/maras-moray-maras-salinas-urubamba-5234201,Distancia,"19,2 km"
Wikiloc | Ruta Desde tauca hasta Huchuy Qosqo pasado por Pucamarca,https://es.wikiloc.com/rutas-senderismo/desde-tauca-hasta-huchuy-qosqo-pasado-por-pucamarca-118991484,Tipo de ruta,Solo ida
Wikiloc | Ruta Desde tauca hasta Huchuy Qosqo pasado por Pucamarca,https://es.wikiloc.com/rutas-senderismo/desde-tauca-hasta-huchuy-qosqo-pasado-por-pucamarca-118991484,Tiempo en movimiento,5 horas 33 minutos
Wikiloc | Ruta Desde tauca hasta Huchuy Qosqo pasado por Pucamarca,https://es.wikiloc.com/rutas-senderismo/desde-tauca-hasta-huchuy-qosqo-pasado-por-pucamarca-118991484,Tiempo,7 horas 48 minutos
Wikiloc | Ruta Desde tauca hasta Huchuy Qosqo pasado por Pucamarca,https://es.wikiloc.com/rutas-senderismo/desde-tauca-hasta-huchuy-qosqo-pasado-por-pucamarca-118991484,Coordenadas,2740
Wikiloc | Ruta Desde tauca hasta Huchuy Qosqo pasado por Pucamarca,https://es.wikiloc.com/rutas-senderismo/desde-tauca-hasta-huchuy-qosqo-pasado-por-pucamarca-118991484,Fecha de subida,12 de noviembre de 2022
Wikiloc | Ruta Desde tauca hasta Huchuy Qosqo pasado por Pucamarca,https://es.wikiloc.com/rutas-senderismo/desde-tauca-hasta-huchuy-qosqo-pasado-por-pucamarca-118991484,Fecha de realización,noviembre 2022
Wikiloc | Ruta Desde tauca hasta Huchuy Qosqo pasado por Pucamarca,https://es.wikiloc.com/rutas-senderismo/desde-tauca-hasta-huchuy-qosqo-pasado-por-pucamarca-118991484,URL_Imagen,https://s0.wklcdn.com/image_345/10354899/118991484/76286235.400x300.jpg
"Wikiloc | Ruta Camino del Inca- (Ollantaytambo-Aguas calientes) tren, senderismo, bus (Perú)",https://es.wikiloc.com/rutas-senderismo/camino-del-inca-ollantaytambo-aguas-calientes-tren-senderismo-bus-116863593,Distancia,"57,23 km"
"Wikiloc | Ruta Camino del Inca- (Ollantaytambo-Aguas calientes) tren, senderismo, bus (Perú)",https://es.wikiloc.com/rutas-senderismo/camino-del-inca-ollantaytambo-aguas-calientes-tren-senderismo-bus-116863593,Desnivel positivo,2.287 m
"Wikiloc | Ruta Camino del Inca- (Ollantaytambo-Aguas calientes) tren, senderismo, bus (Perú)",https://es.wikiloc.com/rutas-senderismo/camino-del-inca-ollantaytambo-aguas-calientes-tren-senderismo-bus-116863593,Dificultad técnica,Moderado
"Wikiloc | Ruta Camino del Inca- (Ollantaytambo-Aguas calientes) tren, senderismo, bus (Perú)",https://es.wikiloc.com/rutas-senderismo/camino-del-inca-ollantaytambo-aguas-calientes-tren-senderismo-bus-116863593,Desnivel negativo,3.034 m
"Wikiloc | Ruta Camino del Inca- (Ollantaytambo-Aguas calientes) tren, senderismo, bus (Perú)",https://es.wikiloc.com/rutas-senderismo/camino-del-inca-ollantaytambo-aguas-calientes-tren-senderismo-bus-116863593,Altitud máxima,2.864 m
"Wikiloc | Ruta Camino del Inca- (Ollantaytambo-Aguas calientes) tren, senderismo, bus (Perú)",https://es.wikiloc.com/rutas-senderismo/camino-del-inca-ollantaytambo-aguas-calientes-tren-senderismo-bus-116863593,TrailRank ,42
"Wikiloc | Ruta Camino del Inca- (Ollantaytambo-Aguas calientes) tren, senderismo, bus (Perú)",https://es.wikiloc.com/rutas-senderismo/camino-del-inca-ollantaytambo-aguas-calientes-tren-senderismo-bus-116863593,Altitud mínima,2.040 m
"Wikiloc | Ruta Camino del Inca- (Ollantaytambo-Aguas calientes) tren, senderismo, bus (Perú)",https://es.wikiloc.com/rutas-senderismo/camino-del-inca-ollantaytambo-aguas-calientes-tren-senderismo-bus-116863593,Tipo de ruta,Solo ida
"Wikiloc | Ruta Camino del Inca- (Ollantaytambo-Aguas calientes) tren, senderismo, bus (Perú)",https://es.wikiloc.com/rutas-senderismo/camino-del-inca-ollantaytambo-aguas-calientes-tren-senderismo-bus-116863593,Tiempo en movimiento,4 horas 8 minutos
"Wikiloc | Ruta Camino del Inca- (Ollantaytambo-Aguas calientes) tren, senderismo, bus (Perú)",https://es.wikiloc.com/rutas-senderismo/camino-del-inca-ollantaytambo-aguas-calientes-tren-senderismo-bus-116863593,Tiempo,10 horas 25 minutos
"Wikiloc | Ruta Camino del Inca- (Ollantaytambo-Aguas calientes) tren, senderismo, bus (Perú)",https://es.wikiloc.com/rutas-senderismo/camino-del-inca-ollantaytambo-aguas-calientes-tren-senderismo-bus-116863593,Coordenadas,5190
"Wikiloc | Ruta Camino del Inca- (Ollantaytambo-Aguas calientes) tren, senderismo, bus (Perú)",https://es.wikiloc.com/rutas-senderismo/camino-del-inca-ollantaytambo-aguas-calientes-tren-senderismo-bus-116863593,Fecha de subida,21 de octubre de 2022
"Wikiloc | Ruta Camino del Inca- (Ollantaytambo-Aguas calientes) tren, senderismo, bus (Perú)",https://es.wikiloc.com/rutas-senderismo/camino-del-inca-ollantaytambo-aguas-calientes-tren-senderismo-bus-116863593,Fecha de realización,octubre 2022
"Wikiloc | Ruta Camino del Inca- (Ollantaytambo-Aguas calientes) tren, senderismo, bus (Perú)",https://es.wikiloc.com/rutas-senderismo/camino-del-inca-ollantaytambo-aguas-calientes-tren-senderismo-bus-116863593,URL_Imagen,https://s0.wklcdn.com/image_109/3280075/116863599/74981835.400x300.jpg
"Wikiloc | Ruta CAMINO INCA, 1ª JORNADA",https://es.wikiloc.com/rutas-senderismo/camino-inca-1a-jornada-13520465,Distancia,"16,5 km"
"Wikiloc | Ruta CAMINO INCA, 1ª JORNADA",https://es.wikiloc.com/rutas-senderismo/camino-inca-1a-jornada-13520465,Desnivel positivo,3.669 m
"Wikiloc | Ruta CAMINO INCA, 1ª JORNADA",https://es.wikiloc.com/rutas-senderismo/camino-inca-1a-jornada-13520465,Dificultad técnica,Moderado
"Wikiloc | Ruta CAMINO INCA, 1ª JORNADA",https://es.wikiloc.com/rutas-senderismo/camino-inca-1a-jornada-13520465,Desnivel negativo,3.379 m
"Wikiloc | Ruta CAMINO INCA, 1ª JORNADA",https://es.wikiloc.com/rutas-senderismo/camino-inca-1a-jornada-13520465,Altitud máxima,2.981 m
"Wikiloc | Ruta CAMINO INCA, 1ª JORNADA",https://es.wikiloc.com/rutas-senderismo/camino-inca-1a-jornada-13520465,TrailRank ,36
"Wikiloc | Ruta CAMINO INCA, 1ª JORNADA",https://es.wikiloc.com/rutas-senderismo/camino-inca-1a-jornada-13520465,Altitud mínima,2.457 m
"Wikiloc | Ruta CAMINO INCA, 1ª JORNADA",https://es.wikiloc.com/rutas-senderismo/camino-inca-1a-jornada-13520465,Tipo de ruta,Solo ida
"Wikiloc | Ruta CAMINO INCA, 1ª JORNADA",https://es.wikiloc.com/rutas-senderismo/camino-inca-1a-jornada-13520465,Coordenadas,1068
"Wikiloc | Ruta CAMINO INCA, 1ª JORNADA",https://es.wikiloc.com/rutas-senderismo/camino-inca-1a-jornada-13520465,Fecha de subida,31 de mayo de 2016
"Wikiloc | Ruta CAMINO INCA, 1ª JORNADA",https://es.wikiloc.com/rutas-senderismo/camino-inca-1a-jornada-13520465,Fecha de realización,abril 2016
"Wikiloc | Ruta CAMINO INCA, 1ª JORNADA",https://es.wikiloc.com/rutas-senderismo/camino-inca-1a-jornada-13520465,URL_Imagen,https://s0.wklcdn.com/image_4/138462/photo_tn.jpg?1379579827305?892
Wikiloc | Ruta Camino Inca - KM 104,https://es.wikiloc.com/rutas-senderismo/camino-inca-km-104-30708812,Distancia,"10,37 km"
Wikiloc | Ruta Camino Inca - KM 104,https://es.wikiloc.com/rutas-senderismo/camino-inca-km-104-30708812,Desnivel positivo,1.424 m
Wikiloc | Ruta Camino Inca - KM 104,https://es.wikiloc.com/rutas-senderismo/camino-inca-km-104-30708812,Dificultad técnica,Moderado
Wikiloc | Ruta Camino Inca - KM 104,https://es.wikiloc.com/rutas-senderismo/camino-inca-km-104-30708812,Desnivel negativo,1.170 m
Wikiloc | Ruta Camino Inca - KM 104,https://es.wikiloc.com/rutas-senderismo/camino-inca-km-104-30708812,Altitud máxima,2.690 m
Wikiloc | Ruta Camino Inca - KM 104,https://es.wikiloc.com/rutas-senderismo/camino-inca-km-104-30708812,TrailRank ,58
Wikiloc | Ruta Camino Inca - KM 104,https://es.wikiloc.com/rutas-senderismo/camino-inca-km-104-30708812,Altitud mínima,2.141 m
Wikiloc | Ruta Camino Inca - KM 104,https://es.wikiloc.com/rutas-senderismo/camino-inca-km-104-30708812,Tipo de ruta,Solo ida
Wikiloc | Ruta Camino Inca - KM 104,https://es.wikiloc.com/rutas-senderismo/camino-inca-km-104-30708812,Tiempo,6 horas 22 minutos
Wikiloc | Ruta Camino Inca - KM 104,https://es.wikiloc.com/rutas-senderismo/camino-inca-km-104-30708812,Coordenadas,1758
Wikiloc | Ruta Camino Inca - KM 104,https://es.wikiloc.com/rutas-senderismo/camino-inca-km-104-30708812,Fecha de subida,20 de noviembre de 2018
Wikiloc | Ruta Camino Inca - KM 104,https://es.wikiloc.com/rutas-senderismo/camino-inca-km-104-30708812,Fecha de realización,octubre 2017
Wikiloc | Ruta Camino Inca - KM 104,https://es.wikiloc.com/rutas-senderismo/camino-inca-km-104-30708812,URL_Imagen,https://s0.wklcdn.com/image_25/772700/30708812/19797510.400x300.jpg
"Wikiloc | Ruta Peru, Ausangate trek, 1 dia",https://es.wikiloc.com/rutas-senderismo/ausangate-trek-1-dia-134518984,Distancia,"13,82 km"
"Wikiloc | Ruta Peru, Ausangate trek, 1 dia",https://es.wikiloc.com/rutas-senderismo/ausangate-trek-1-dia-134518984,Desnivel positivo,569 m
"Wikiloc | Ruta Peru, Ausangate trek, 1 dia",https://es.wikiloc.com/rutas-senderismo/ausangate-trek-1-dia-134518984,Dificultad técnica,Fácil
"Wikiloc | Ruta Peru, Ausangate trek, 1 dia",https://es.wikiloc.com/rutas-senderismo/ausangate-trek-1-dia-134518984,Desnivel negativo,374 m
"Wikiloc | Ruta Peru, Ausangate trek, 1 dia",https://es.wikiloc.com/rutas-senderismo/ausangate-trek-1-dia-134518984,Altitud máxima,4.743 m
"Wikiloc | Ruta Peru, Ausangate trek, 1 dia",https://es.wikiloc.com/rutas-senderismo/ausangate-trek-1-dia-134518984,TrailRank ,52
"Wikiloc | Ruta Peru, Ausangate trek, 1 dia",https://es.wikiloc.com/rutas-senderismo/ausangate-trek-1-dia-134518984,Altitud mínima,4.381 m
"Wikiloc | Ruta Peru, Ausangate trek, 1 dia",https://es.wikiloc.com/rutas-senderismo/ausangate-trek-1-dia-134518984,Tipo de ruta,Solo ida
"Wikiloc | Ruta Peru, Ausangate trek, 1 dia",https://es.wikiloc.com/rutas-senderismo/ausangate-trek-1-dia-134518984,Tiempo en movimiento,4 horas 54 minutos
"Wikiloc | Ruta Peru, Ausangate trek, 1 dia",https://es.wikiloc.com/rutas-senderismo/ausangate-trek-1-dia-134518984,Tiempo,8 horas 6 minutos
"Wikiloc | Ruta Peru, Ausangate trek, 1 dia",https://es.wikiloc.com/rutas-senderismo/ausangate-trek-1-dia-134518984,Coordenadas,2489
"Wikiloc | Ruta Peru, Ausangate trek, 1 dia",https://es.wikiloc.com/rutas-senderismo/ausangate-trek-1-dia-134518984,Fecha de subida,12 de mayo de 2023
"Wikiloc | Ruta Peru, Ausangate trek, 1 dia",https://es.wikiloc.com/rutas-senderismo/ausangate-trek-1-dia-134518984,Fecha de realización,mayo 2023
"Wikiloc | Ruta Peru, Ausangate trek, 1 dia",https://es.wikiloc.com/rutas-senderismo/ausangate-trek-1-dia-134518984,URL_Imagen,https://s0.wklcdn.com/image_232/6963663/134518985/85643253.400x300.jpg
Wikiloc | Ruta Salkantay. Día 2,https://es.wikiloc.com/rutas-senderismo/salkantay-dia-2-21032575,Distancia,"26,25 km"
Wikiloc | Ruta Salkantay. Día 2,https://es.wikiloc.com/rutas-senderismo/salkantay-dia-2-21032575,Desnivel positivo,1.735 m
Wikiloc | Ruta Salkantay. Día 2,https://es.wikiloc.com/rutas-senderismo/salkantay-dia-2-21032575,Dificultad técnica,Difícil
Wikiloc | Ruta Salkantay. Día 2,https://es.wikiloc.com/rutas-senderismo/salkantay-dia-2-21032575,Desnivel negativo,2.896 m
Wikiloc | Ruta Salkantay. Día 2,https://es.wikiloc.com/rutas-senderismo/salkantay-dia-2-21032575,Altitud máxima,4.627 m
Wikiloc | Ruta Salkantay. Día 2,https://es.wikiloc.com/rutas-senderismo/salkantay-dia-2-21032575,TrailRank ,41
Wikiloc | Ruta Salkantay. Día 2,https://es.wikiloc.com/rutas-senderismo/salkantay-dia-2-21032575,Altitud mínima,2.845 m
Wikiloc | Ruta Salkantay. Día 2,https://es.wikiloc.com/rutas-senderismo/salkantay-dia-2-21032575,Tipo de ruta,Solo ida
Wikiloc | Ruta Salkantay. Día 2,https://es.wikiloc.com/rutas-senderismo/salkantay-dia-2-21032575,Tiempo en movimiento,4 horas 56 minutos
Wikiloc | Ruta Salkantay. Día 2,https://es.wikiloc.com/rutas-senderismo/salkantay-dia-2-21032575,Tiempo,10 horas 8 minutos
Wikiloc | Ruta Salkantay. Día 2,https://es.wikiloc.com/rutas-senderismo/salkantay-dia-2-21032575,Coordenadas,3897
Wikiloc | Ruta Salkantay. Día 2,https://es.wikiloc.com/rutas-senderismo/salkantay-dia-2-21032575,Fecha de subida,18 de noviembre de 2017
Wikiloc | Ruta Salkantay. Día 2,https://es.wikiloc.com/rutas-senderismo/salkantay-dia-2-21032575,Fecha de realización,noviembre 2017
Wikiloc | Ruta Salkantay. Día 2,https://es.wikiloc.com/rutas-senderismo/salkantay-dia-2-21032575,URL_Imagen,https://s0.wklcdn.com/image_46/1396463/21032577/13170306.400x300.jpg
Wikiloc | Ruta QUILLABAMBA: CATARATA DE SIRENAYOC TREK 1D,https://es.wikiloc.com/rutas-senderismo/quillabamba-catarata-de-sirenayoc-trek-1d-142324461,Distancia,"6,71 km"
Wikiloc | Ruta QUILLABAMBA: CATARATA DE SIRENAYOC TREK 1D,https://es.wikiloc.com/rutas-senderismo/quillabamba-catarata-de-sirenayoc-trek-1d-142324461,Desnivel positivo,653 m
Wikiloc | Ruta QUILLABAMBA: CATARATA DE SIRENAYOC TREK 1D,https://es.wikiloc.com/rutas-senderismo/quillabamba-catarata-de-sirenayoc-trek-1d-142324461,Dificultad técnica,Fácil
Wikiloc | Ruta QUILLABAMBA: CATARATA DE SIRENAYOC TREK 1D,https://es.wikiloc.com/rutas-senderismo/quillabamba-catarata-de-sirenayoc-trek-1d-142324461,Desnivel negativo,653 m
Wikiloc | Ruta QUILLABAMBA: CATARATA DE SIRENAYOC TREK 1D,https://es.wikiloc.com/rutas-senderismo/quillabamba-catarata-de-sirenayoc-trek-1d-142324461,Altitud máxima,1.364 m
Wikiloc | Ruta QUILLABAMBA: CATARATA DE SIRENAYOC TREK 1D,https://es.wikiloc.com/rutas-senderismo/quillabamba-catarata-de-sirenayoc-trek-1d-142324461,TrailRank ,44
Wikiloc | Ruta QUILLABAMBA: CATARATA DE SIRENAYOC TREK 1D,https://es.wikiloc.com/rutas-senderismo/quillabamba-catarata-de-sirenayoc-trek-1d-142324461,Altitud mínima,984 m
Wikiloc | Ruta QUILLABAMBA: CATARATA DE SIRENAYOC TREK 1D,https://es.wikiloc.com/rutas-senderismo/quillabamba-catarata-de-sirenayoc-trek-1d-142324461,Tipo de ruta,Circular
Wikiloc | Ruta QUILLABAMBA: CATARATA DE SIRENAYOC TREK 1D,https://es.wikiloc.com/rutas-senderismo/quillabamba-catarata-de-sirenayoc-trek-1d-142324461,Tiempo,4 horas 3 minutos
Wikiloc | Ruta QUILLABAMBA: CATARATA DE SIRENAYOC TREK 1D,https://es.wikiloc.com/rutas-senderismo/quillabamba-catarata-de-sirenayoc-trek-1d-142324461,Coordenadas,1834
Wikiloc | Ruta QUILLABAMBA: CATARATA DE SIRENAYOC TREK 1D,https://es.wikiloc.com/rutas-senderismo/quillabamba-catarata-de-sirenayoc-trek-1d-142324461,Fecha de subida,2 de agosto de 2023
Wikiloc | Ruta QUILLABAMBA: CATARATA DE SIRENAYOC TREK 1D,https://es.wikiloc.com/rutas-senderismo/quillabamba-catarata-de-sirenayoc-trek-1d-142324461,Fecha de realización,julio 2023
Wikiloc | Ruta QUILLABAMBA: CATARATA DE SIRENAYOC TREK 1D,https://es.wikiloc.com/rutas-senderismo/quillabamba-catarata-de-sirenayoc-trek-1d-142324461,URL_Imagen,https://s0.wklcdn.com/image_362/10877688/142324461/90109524.400x300.jpg
Wikiloc | Ruta Waqrapukara ruta Pitumarca-Huayqui,https://es.wikiloc.com/rutas-senderismo/waqrapukara-ruta-pitumarca-huayqui-39225509,Distancia,"15,9 km"
Wikiloc | Ruta Waqrapukara ruta Pitumarca-Huayqui,https://es.wikiloc.com/rutas-senderismo/waqrapukara-ruta-pitumarca-huayqui-39225509,Desnivel positivo,513 m
Wikiloc | Ruta Waqrapukara ruta Pitumarca-Huayqui,https://es.wikiloc.com/rutas-senderismo/waqrapukara-ruta-pitumarca-huayqui-39225509,Dificultad técnica,Moderado
Wikiloc | Ruta Waqrapukara ruta Pitumarca-Huayqui,https://es.wikiloc.com/rutas-senderismo/waqrapukara-ruta-pitumarca-huayqui-39225509,Desnivel negativo,1.542 m
Wikiloc | Ruta Waqrapukara ruta Pitumarca-Huayqui,https://es.wikiloc.com/rutas-senderismo/waqrapukara-ruta-pitumarca-huayqui-39225509,Altitud máxima,4.469 m
Wikiloc | Ruta Waqrapukara ruta Pitumarca-Huayqui,https://es.wikiloc.com/rutas-senderismo/waqrapukara-ruta-pitumarca-huayqui-39225509,TrailRank ,"53 4,3"
Wikiloc | Ruta Waqrapukara ruta Pitumarca-Huayqui,https://es.wikiloc.com/rutas-senderismo/waqrapukara-ruta-pitumarca-huayqui-39225509,Altitud mínima,3.394 m
Wikiloc | Ruta Waqrapukara ruta Pitumarca-Huayqui,https://es.wikiloc.com/rutas-senderismo/waqrapukara-ruta-pitumarca-huayqui-39225509,Tipo de ruta,Solo ida
Wikiloc | Ruta Waqrapukara ruta Pitumarca-Huayqui,https://es.wikiloc.com/rutas-senderismo/waqrapukara-ruta-pitumarca-huayqui-39225509,Coordenadas,575
Wikiloc | Ruta Waqrapukara ruta Pitumarca-Huayqui,https://es.wikiloc.com/rutas-senderismo/waqrapukara-ruta-pitumarca-huayqui-39225509,Fecha de subida,29 de julio de 2019
Wikiloc | Ruta Waqrapukara ruta Pitumarca-Huayqui,https://es.wikiloc.com/rutas-senderismo/waqrapukara-ruta-pitumarca-huayqui-39225509,URL_Imagen,https://s0.wklcdn.com/image_362/10877688/photo_tn.jpg?1687386213785
Wikiloc | Ruta Soraypampa - Laguna Humantay,https://es.wikiloc.com/rutas-senderismo/soraypampa-laguna-humantay-41693746,Distancia,"7,04 km"
Wikiloc | Ruta Soraypampa - Laguna Humantay,https://es.wikiloc.com/rutas-senderismo/soraypampa-laguna-humantay-41693746,Desnivel positivo,572 m
Wikiloc | Ruta Soraypampa - Laguna Humantay,https://es.wikiloc.com/rutas-senderismo/soraypampa-laguna-humantay-41693746,Dificultad técnica,Fácil
Wikiloc | Ruta Soraypampa - Laguna Humantay,https://es.wikiloc.com/rutas-senderismo/soraypampa-laguna-humantay-41693746,Desnivel negativo,572 m
Wikiloc | Ruta Soraypampa - Laguna Humantay,https://es.wikiloc.com/rutas-senderismo/soraypampa-laguna-humantay-41693746,Altitud máxima,4.273 m
Wikiloc | Ruta Soraypampa - Laguna Humantay,https://es.wikiloc.com/rutas-senderismo/soraypampa-laguna-humantay-41693746,TrailRank ,40
Wikiloc | Ruta Soraypampa - Laguna Humantay,https://es.wikiloc.com/rutas-senderismo/soraypampa-laguna-humantay-41693746,Altitud mínima,3.818 m
Wikiloc | Ruta Soraypampa - Laguna Humantay,https://es.wikiloc.com/rutas-senderismo/soraypampa-laguna-humantay-41693746,Tipo de ruta,Circular
Wikiloc | Ruta Soraypampa - Laguna Humantay,https://es.wikiloc.com/rutas-senderismo/soraypampa-laguna-humantay-41693746,Tiempo,3 horas 21 minutos
Wikiloc | Ruta Soraypampa - Laguna Humantay,https://es.wikiloc.com/rutas-senderismo/soraypampa-laguna-humantay-41693746,Coordenadas,960
Wikiloc | Ruta Soraypampa - Laguna Humantay,https://es.wikiloc.com/rutas-senderismo/soraypampa-laguna-humantay-41693746,Fecha de subida,25 de septiembre de 2019
Wikiloc | Ruta Soraypampa - Laguna Humantay,https://es.wikiloc.com/rutas-senderismo/soraypampa-laguna-humantay-41693746,Fecha de realización,septiembre 2019
Wikiloc | Ruta Soraypampa - Laguna Humantay,https://es.wikiloc.com/rutas-senderismo/soraypampa-laguna-humantay-41693746,URL_Imagen,https://s0.wklcdn.com/image_33/1014171/41693746/27130323.400x300.jpg
"Wikiloc | Ruta CAMINO INCA, 4ª JORNADA",https://es.wikiloc.com/rutas-senderismo/camino-inca-4a-jornada-13520208,Distancia,"10,68 km"
"Wikiloc | Ruta CAMINO INCA, 4ª JORNADA",https://es.wikiloc.com/rutas-senderismo/camino-inca-4a-jornada-13520208,Desnivel positivo,1.022 m
"Wikiloc | Ruta CAMINO INCA, 4ª JORNADA",https://es.wikiloc.com/rutas-senderismo/camino-inca-4a-jornada-13520208,Dificultad técnica,Moderado
"Wikiloc | Ruta CAMINO INCA, 4ª JORNADA",https://es.wikiloc.com/rutas-senderismo/camino-inca-4a-jornada-13520208,Desnivel negativo,1.289 m
"Wikiloc | Ruta CAMINO INCA, 4ª JORNADA",https://es.wikiloc.com/rutas-senderismo/camino-inca-4a-jornada-13520208,Altitud máxima,2.727 m
"Wikiloc | Ruta CAMINO INCA, 4ª JORNADA",https://es.wikiloc.com/rutas-senderismo/camino-inca-4a-jornada-13520208,TrailRank ,36
"Wikiloc | Ruta CAMINO INCA, 4ª JORNADA",https://es.wikiloc.com/rutas-senderismo/camino-inca-4a-jornada-13520208,Altitud mínima,2.375 m
"Wikiloc | Ruta CAMINO INCA, 4ª JORNADA",https://es.wikiloc.com/rutas-senderismo/camino-inca-4a-jornada-13520208,Tipo de ruta,Solo ida
"Wikiloc | Ruta CAMINO INCA, 4ª JORNADA",https://es.wikiloc.com/rutas-senderismo/camino-inca-4a-jornada-13520208,Coordenadas,1221
"Wikiloc | Ruta CAMINO INCA, 4ª JORNADA",https://es.wikiloc.com/rutas-senderismo/camino-inca-4a-jornada-13520208,Fecha de subida,31 de mayo de 2016
"Wikiloc | Ruta CAMINO INCA, 4ª JORNADA",https://es.wikiloc.com/rutas-senderismo/camino-inca-4a-jornada-13520208,Fecha de realización,mayo 2016
"Wikiloc | Ruta CAMINO INCA, 4ª JORNADA",https://es.wikiloc.com/rutas-senderismo/camino-inca-4a-jornada-13520208,URL_Imagen,https://s0.wklcdn.com/image_4/138462/photo_tn.jpg?1379579827305?892
Wikiloc | Ruta Chupani + Cataratas,https://es.wikiloc.com/rutas-senderismo/chupani-cataratas-82601599,Distancia,"10,03 km"
Wikiloc | Ruta Chupani + Cataratas,https://es.wikiloc.com/rutas-senderismo/chupani-cataratas-82601599,Desnivel positivo,550 m
Wikiloc | Ruta Chupani + Cataratas,https://es.wikiloc.com/rutas-senderismo/chupani-cataratas-82601599,Dificultad técnica,Moderado
Wikiloc | Ruta Chupani + Cataratas,https://es.wikiloc.com/rutas-senderismo/chupani-cataratas-82601599,Desnivel negativo,550 m
Wikiloc | Ruta Chupani + Cataratas,https://es.wikiloc.com/rutas-senderismo/chupani-cataratas-82601599,Altitud máxima,3.817 m
Wikiloc | Ruta Chupani + Cataratas,https://es.wikiloc.com/rutas-senderismo/chupani-cataratas-82601599,TrailRank ,41
Wikiloc | Ruta Chupani + Cataratas,https://es.wikiloc.com/rutas-senderismo/chupani-cataratas-82601599,Altitud mínima,3.251 m
Wikiloc | Ruta Chupani + Cataratas,https://es.wikiloc.com/rutas-senderismo/chupani-cataratas-82601599,Tipo de ruta,Circular
Wikiloc | Ruta Chupani + Cataratas,https://es.wikiloc.com/rutas-senderismo/chupani-cataratas-82601599,Tiempo en movimiento,una hora 50 minutos
Wikiloc | Ruta Chupani + Cataratas,https://es.wikiloc.com/rutas-senderismo/chupani-cataratas-82601599,Tiempo,5 horas 5 minutos
Wikiloc | Ruta Chupani + Cataratas,https://es.wikiloc.com/rutas-senderismo/chupani-cataratas-82601599,Coordenadas,1394
Wikiloc | Ruta Chupani + Cataratas,https://es.wikiloc.com/rutas-senderismo/chupani-cataratas-82601599,Fecha de subida,30 de agosto de 2021
Wikiloc | Ruta Chupani + Cataratas,https://es.wikiloc.com/rutas-senderismo/chupani-cataratas-82601599,Fecha de realización,agosto 2021
Wikiloc | Ruta Chupani + Cataratas,https://es.wikiloc.com/rutas-senderismo/chupani-cataratas-82601599,URL_Imagen,https://s0.wklcdn.com/image_270/8116096/82601600/53445438.400x300.jpg
Wikiloc | Ruta INKA TRAIL - MACHU PICHU,https://es.wikiloc.com/rutas-senderismo/inka-trail-machu-pichu-14635918,Distancia,"39,78 km"
Wikiloc | Ruta INKA TRAIL - MACHU PICHU,https://es.wikiloc.com/rutas-senderismo/inka-trail-machu-pichu-14635918,Desnivel positivo,2.575 m
Wikiloc | Ruta INKA TRAIL - MACHU PICHU,https://es.wikiloc.com/rutas-senderismo/inka-trail-machu-pichu-14635918,Dificultad técnica,Difícil
Wikiloc | Ruta INKA TRAIL - MACHU PICHU,https://es.wikiloc.com/rutas-senderismo/inka-trail-machu-pichu-14635918,Desnivel negativo,2.608 m
Wikiloc | Ruta INKA TRAIL - MACHU PICHU,https://es.wikiloc.com/rutas-senderismo/inka-trail-machu-pichu-14635918,Altitud máxima,4.228 m
Wikiloc | Ruta INKA TRAIL - MACHU PICHU,https://es.wikiloc.com/rutas-senderismo/inka-trail-machu-pichu-14635918,TrailRank ,39
Wikiloc | Ruta INKA TRAIL - MACHU PICHU,https://es.wikiloc.com/rutas-senderismo/inka-trail-machu-pichu-14635918,Altitud mínima,2.450 m
Wikiloc | Ruta INKA TRAIL - MACHU PICHU,https://es.wikiloc.com/rutas-senderismo/inka-trail-machu-pichu-14635918,Tipo de ruta,Solo ida
Wikiloc | Ruta INKA TRAIL - MACHU PICHU,https://es.wikiloc.com/rutas-senderismo/inka-trail-machu-pichu-14635918,Tiempo,2 días 22 horas 43 minutos
Wikiloc | Ruta INKA TRAIL - MACHU PICHU,https://es.wikiloc.com/rutas-senderismo/inka-trail-machu-pichu-14635918,Coordenadas,4539
Wikiloc | Ruta INKA TRAIL - MACHU PICHU,https://es.wikiloc.com/rutas-senderismo/inka-trail-machu-pichu-14635918,Fecha de subida,4 de septiembre de 2016
Wikiloc | Ruta INKA TRAIL - MACHU PICHU,https://es.wikiloc.com/rutas-senderismo/inka-trail-machu-pichu-14635918,Fecha de realización,agosto 2016
Wikiloc | Ruta INKA TRAIL - MACHU PICHU,https://es.wikiloc.com/rutas-senderismo/inka-trail-machu-pichu-14635918,URL_Imagen,https://s0.wklcdn.com/image_0/28378/14635918/9094611.400x300.jpg
Wikiloc | Ruta Desafío 'Sr. De Huanca',https://es.wikiloc.com/rutas-senderismo/desafio-sr-de-huanca-116119264,Distancia,"15,43 km"
Wikiloc | Ruta Desafío 'Sr. De Huanca',https://es.wikiloc.com/rutas-senderismo/desafio-sr-de-huanca-116119264,Desnivel positivo,1.156 m
Wikiloc | Ruta Desafío 'Sr. De Huanca',https://es.wikiloc.com/rutas-senderismo/desafio-sr-de-huanca-116119264,Dificultad técnica,Difícil
